Symbol, Price, Shares
SHP.L,5645.0,1
CCL.L,3174.0,1
IHG.L,2841.0,1
LSE.L,2545.0,1
PSN.L,1752.0,1
PSON.L,1397.0,1
MNDI.L,1353.0,1
SN.L,1169.0,1
IAG.L,582.0,1
BDEV.L,534.5,1
FLG.L,429.4,1
RSA.L,420.7,1
LGEN.L,277.2,1
ITV.L,268.8,1
